Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,Language_en,Language_es,TitleWordCount
House of Leaves,Mark Z. Danielewski,Pantheon,2000-03-07,9780375420528.0,738.0,Fiction,4.5,18.0,en,1.0,0.0,3
The Celestine Prophecy,James Redfield,Grand Central Publishing,2008-08-01,9780446545556.0,287.0,Fiction,4.5,18.0,en,1.0,0.0,3
Sleepaway Girls,Jen Calonita,"Little, Brown Books for Young Readers",2009-05-01,9780316052672.0,210.0,Young Adult Fiction,5.0,3.0,en,1.0,0.0,2
Devolution,Max Brooks,Del Rey,2020-06-16,9781984826794.0,292.0,Fiction,4.0,1.0,en,1.0,0.0,1
Z: Zombie Stories,J. M. Lassen,Night Shade,2011-09-01,9781597803120.0,416.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,3
Ctrl-Z,Andrew Norriss,Penguin UK,2009-03-05,9780141324296.0,125.0,Fiction,5.0,1.0,en,1.0,0.0,1
Not Quite Narwhal,Jessie Sima,Simon and Schuster,2017-02-14,9781481469098.0,40.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,3
Minecraft: The Island,Max Brooks,Random House Worlds,2017-07-18,9780399181788.0,218.0,Juvenile Fiction,4.0,11.0,en,1.0,0.0,3
Hidden Talents,David Lubar,Macmillan,2007-02-06,9781429963237.0,228.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
Zeroes,"Scott Westerfeld, Margo Lanagan, Deborah Biancotti",Simon and Schuster,2015-09-29,9781481443388.0,576.0,Young Adult Fiction,4.0,1.0,en,1.0,0.0,1
Hilarity Ensues,Tucker Max,Simon and Schuster,2012-02-07,9781451669053.0,621.0,Humor,4.0,43.0,en,1.0,0.0,2
Zoya,Danielle Steel,Dell,2009-02-25,9780307567062.0,514.0,Fiction,5.0,3.0,en,1.0,0.0,1
5 More Sleeps ‘til Christmas,Jimmy Fallon,Feiwel & Friends,2020-10-27,9781250810939.0,25.0,Juvenile Fiction,3.0,1.0,en,1.0,0.0,5
The Type-Z Guide to Success,Marc Allen,New World Library,2010-10-06,9781577318095.0,178.0,Self-Help,3.0,2.0,en,1.0,0.0,5
Little Leaders: Bold Women in Black History,Vashti Harrison,"Little, Brown Books for Young Readers",2017-12-05,9780316475105.0,99.0,Juvenile Nonfiction,5.0,2.0,en,1.0,0.0,7
Legend,Marie Lu,Penguin,2011-11-29,9781101545959.0,318.0,Young Adult Fiction,4.5,43.0,en,1.0,0.0,1
The Good War,Studs Terkel,"New Press, The",1997-01-01,9781565843431.0,610.0,History,5.0,1.0,en,1.0,0.0,3
The Good War,Studs Terkel,"New Press, The",1997-01-01,9781565843431.0,610.0,History,5.0,1.0,en,1.0,0.0,3
Shark Girl,Kelly Bingham,Candlewick Press,2011-04-26,9780763654474.0,281.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
A TO Z OF YOU & ME,Jeremy Mifsud,Blurb,2016-12-24,9781366582089.0,60.0,Poetry,5.0,1.0,en,1.0,0.0,7
System z Crypto and TKE Update,"Karan Singh, Lennie Dymoke-Bradshaw, Pekka Hanninen, Patrick Kappeler, IBM Redbooks",IBM Redbooks,2011-06-20,9780738435541.0,328.0,Computers,5.0,3.0,en,1.0,0.0,6
Zeroes,"Scott Westerfeld, Margo Lanagan, Deborah Biancotti",Simon and Schuster,2015-09-29,9781481443388.0,576.0,Young Adult Fiction,4.0,1.0,en,1.0,0.0,1
Hilarity Ensues,Tucker Max,Simon and Schuster,2012-02-07,9781451669053.0,621.0,Humor,4.0,43.0,en,1.0,0.0,2
Zoya,Danielle Steel,Dell,2009-02-25,9780307567062.0,514.0,Fiction,5.0,3.0,en,1.0,0.0,1
5 More Sleeps ‘til Christmas,Jimmy Fallon,Feiwel & Friends,2020-10-27,9781250810939.0,25.0,Juvenile Fiction,3.0,1.0,en,1.0,0.0,5
The Type-Z Guide to Success,Marc Allen,New World Library,2010-10-06,9781577318095.0,178.0,Self-Help,3.0,2.0,en,1.0,0.0,5
Humans of New York: Stories,Brandon Stanton,Pan Macmillan,2015-10-13,9781509811250.0,433.0,Photography,5.0,1.0,en,1.0,0.0,5
Ninth Grade Slays,Heather Brewer,Dutton Childrens Books,2008-01-01,9780525478928.0,278.0,Juvenile Fiction,4.5,28.0,en,1.0,0.0,3
"Dragon Ball Z ""It's Over 9,000!"" When Worldviews Collide",Derek Padula,Derek Padula,2012-09-09,9780983120520.0,172.0,Social Science,4.5,11.0,ar,0.0,0.0,9
The Good War,Studs Terkel,"New Press, The",1997-01-01,9781565843431.0,610.0,History,5.0,1.0,en,1.0,0.0,3
Shark Girl,Kelly Bingham,Candlewick Press,2011-04-26,9780763654474.0,281.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
A TO Z OF YOU & ME,Jeremy Mifsud,Blurb,2016-12-24,9781366582089.0,60.0,Poetry,5.0,1.0,en,1.0,0.0,7
System z Crypto and TKE Update,"Karan Singh, Lennie Dymoke-Bradshaw, Pekka Hanninen, Patrick Kappeler, IBM Redbooks",IBM Redbooks,2011-06-20,9780738435541.0,328.0,Computers,5.0,3.0,en,1.0,0.0,6
"Dragon Ball Z, Vol. 18",Akira Toriyama,VIZ Media LLC,2011-07-15,9781421545547.0,192.0,Comics & Graphic Novels,5.0,1.0,en,1.0,0.0,5
The A to Z of Animation and Cartoons,Nichola Dobson,Scarecrow Press,2010-04-01,9781461664024.0,311.0,Art,5.0,1.0,en,1.0,0.0,8
Exquisite Corpse,Poppy Z. Brite,Gallery Books,1997-08-20,9780684836270.0,244.0,Fiction,4.5,4.0,en,1.0,0.0,2
M Or F?,"Lisa Papademetriou, Christopher Tebbetts",Penguin,2005-01-01,9781595140913.0,324.0,Juvenile Fiction,4.5,2.0,en,1.0,0.0,3
The F-Word,Jesse Sheidlower,Oxford University Press,2009-09-04,9780199751556.0,322.0,Reference,4.0,2.0,en,1.0,0.0,2
"""F"" is for Fugitive",Sue Grafton,Holt Paperbacks,2010-04-01,9781429909792.0,320.0,Fiction,4.0,6.0,en,1.0,0.0,4
Amphigorey Also,Edward Gorey,Houghton Mifflin Harcourt,1993-01-01,9780156056724.0,260.0,Art,4.5,3.0,en,1.0,0.0,2
The Girl who Fell from the Sky,Heidi W. Durrow,Algonquin Books,2011-01-01,9781616200152.0,300.0,Fiction,4.0,3.0,en,1.0,0.0,7
Willpower,"Roy F. Baumeister, John Tierney",Penguin,2011-09-01,9781101543771.0,272.0,Psychology,4.0,4.0,en,1.0,0.0,1
From Counterculture to Cyberculture,Fred Turner,University of Chicago Press,2010-10-15,9780226817439.0,340.0,History,3.5,3.0,en,1.0,0.0,4
The F Team,Rawah Arja,Giramondo Publishing,2020-09-01,9781925818550.0,398.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,3
For the Wolf,Hannah Whitten,Hachette UK,2021-06-01,9780356516356.0,464.0,Fiction,5.0,1.0,en,1.0,0.0,3
Holy Bible (NIV),"Various Authors,",Zondervan,2008-09-02,9780310294146.0,6793.0,Bibles,5.0,2.0,en,1.0,0.0,3
Amphigorey Also,Edward Gorey,Houghton Mifflin Harcourt,1993-01-01,9780156056724.0,260.0,Art,4.5,3.0,en,1.0,0.0,2
"""F"" is for Fugitive",Sue Grafton,Holt Paperbacks,2010-04-01,9781429909792.0,320.0,Fiction,4.0,6.0,en,1.0,0.0,4
The Girl who Fell from the Sky,Heidi W. Durrow,Algonquin Books,2011-01-01,9781616200152.0,300.0,Fiction,4.0,3.0,en,1.0,0.0,7
End of History and the Last Man,Francis Fukuyama,Simon and Schuster,2006-03-01,9781416531784.0,464.0,History,5.0,1.0,en,1.0,0.0,7
"Sadhguru, More Than a Life",Arundhathi Subramaniam,Penguin Books India,2010-01-01,9780670085125.0,250.0,Biography & Autobiography,5.0,2.0,en,1.0,0.0,5
White Fragility,Dr. Robin DiAngelo,Beacon Press,2018-06-26,9780807047422.0,194.0,Social Science,1.0,5.0,en,1.0,0.0,2
Hole in My Life,Jack Gantos,"Farrar, Straus and Giroux (BYR)",2002-03-26,9780374706104.0,210.0,Young Adult Nonfiction,4.0,1.0,en,1.0,0.0,4
Big Nate: Blow the Roof Off!,Lincoln Peirce,Andrews McMeel Publishing,2020-03-03,9781524861476.0,175.0,Juvenile Fiction,4.5,10.0,en,1.0,0.0,6
Alfred's Basic Adult Piano Course,"Willard A. Palmer, Morton Manus, Amanda Vick Lethco",Alfred Music Publishing,,9780739010037.0,100.0,Music,4.0,1.0,en,1.0,0.0,5
The Moral Arc,Michael Shermer,Macmillan + ORM,2015-01-20,9780805096934.0,592.0,Science,3.0,1.0,en,1.0,0.0,3
Big Nate: Aloha!,Lincoln Peirce,Andrews McMeel Publishing,2021-08-31,9781524873806.0,176.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,3
Fibonacci’s Liber Abaci,Laurence Sigler,Springer Science & Business Media,2012-12-06,9781461300793.0,736.0,Mathematics,5.0,1.0,en,1.0,0.0,3
How the Irish Saved Civilization,Thomas Cahill,Anchor,2010-04-28,9780307755131.0,274.0,History,1.0,1.0,en,1.0,0.0,5
"John W. Schaum Piano Course, E: The Violet Book",John W. Schaum,Alfred Music,1999-12-13,9781457451119.0,52.0,Music,4.0,1.0,en,1.0,0.0,9
Robert Kennedy and His Times,Arthur Meier Schlesinger (Jr.),Houghton Mifflin Harcourt,1978-01-01,9780618219285.0,1092.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,5
The Keep,F. Paul Wilson,Macmillan,2000-05-15,9780812579253.0,420.0,Fiction,4.5,3.0,en,1.0,0.0,2
Dope Sick,Walter Dean Myers,Harper Collins,2009-10-06,9780061974977.0,215.0,Young Adult Fiction,4.0,5.0,en,1.0,0.0,2
Mrs Death Misses Death,Salena Godden,Canongate Books,2021-01-28,9781838851200.0,260.0,Fiction,2.0,1.0,en,1.0,0.0,4
Models,Mark Manson,Pan Australia,2017-09-11,9781760558161.0,324.0,Family & Relationships,5.0,2.0,en,1.0,0.0,1
Diary of a Wimpy Kid: Big Shot (Book 16),Jeff Kinney,Penguin UK,2021-10-26,9780241396995.0,228.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,9
The Foot Book,Dr. Seuss,Random House Books for Young Readers,2016-01-12,9780553536300.0,24.0,Juvenile Fiction,2.5,2.0,en,1.0,0.0,3
The F- It List,Julie Halpern,Feiwel & Friends,2013-11-12,9781466848498.0,257.0,Young Adult Fiction,4.5,2.0,en,1.0,0.0,4
The Life-Changing Magic of Not Giving a F**k,Sarah Knight,Hachette UK,2015-12-31,9781784298494.0,126.0,Self-Help,2.5,2.0,en,1.0,0.0,8
Me and White Supremacy,Layla F. Saad,"Sourcebooks, Inc.",2020-01-28,9781728209814.0,177.0,Social Science,5.0,2.0,en,1.0,0.0,4
How the Grinch Stole Christmas,Dr. Seuss,RH Childrens Books,2013-10-22,9780385372039.0,33.0,Juvenile Fiction,2.0,2.0,en,1.0,0.0,5
Islamic Empires,Justin Marozzi,Penguin UK,2019-08-29,9780241199053.0,413.0,History,2.5,2.0,en,1.0,0.0,2
"Computer Networking: A Top-Down Approach Featuring the Internet, 3/e",James F. Kurose,Pearson Education India,2005-01-01,9788177588781.0,820.0,Computer networks,5.0,2.0,en,1.0,0.0,9
JFK,"Oliver Stone, Zachary Sklar",Hal Leonard Corporation,1992-01-01,9781557831279.0,676.0,Performing Arts,3.5,5.0,en,1.0,0.0,1
Everything Is F*cked,Mark Manson,HarperCollins,2019-05-14,9780062888471.0,291.0,Self-Help,3.5,6.0,en,1.0,0.0,3
End of History and the Last Man,Francis Fukuyama,Simon and Schuster,2006-03-01,9781416531784.0,464.0,History,5.0,1.0,en,1.0,0.0,7
Regulation and Markets,Daniel F. Spulber,MIT Press,1989-01-01,9780262192750.0,720.0,Business & Economics,2.0,1.0,en,1.0,0.0,3
The Taylorized Beauty of the Mechanical,Mauro F. Guillén,Princeton University Press,2006-01-01,9780691115207.0,234.0,Architecture,5.0,1.0,en,1.0,0.0,6
The Unending Frontier,John F. Richards,Univ of California Press,2003-05-15,9780520939356.0,700.0,Nature,5.0,1.0,en,1.0,0.0,3
Plant Evolution and the Origin of Crop Species,James F. Hancock,CABI,2012-01-01,9781780641423.0,245.0,Science,5.0,1.0,en,1.0,0.0,8
The Postfoundationalist Task of Theology,F. LeRon Shults,Wm. B. Eerdmans Publishing,1999-01-01,9780802846860.0,290.0,Philosophy,4.0,1.0,en,1.0,0.0,5
The Taylorized Beauty of the Mechanical,Mauro F. Guillén,Princeton University Press,2006-01-01,9780691115207.0,234.0,Architecture,5.0,1.0,en,1.0,0.0,6
The Unending Frontier,John F. Richards,Univ of California Press,2003-05-15,9780520939356.0,700.0,Nature,5.0,1.0,en,1.0,0.0,3
Plant Evolution and the Origin of Crop Species,James F. Hancock,CABI,2012-01-01,9781780641423.0,245.0,Science,5.0,1.0,en,1.0,0.0,8
The Quiet American,Graham Greene,Open Road Media,2018-03-13,9781504052542.0,200.0,Fiction,4.0,1.0,en,1.0,0.0,3
Diva Q's Barbecue,Danielle Bennett,Appetite by Random House,2016-04-26,9780147529930.0,536.0,Cooking,5.0,1.0,en,1.0,0.0,3
Becoming Dr. Q,Alfredo Quiñones-Hinojosa,Univ of California Press,2011-10-01,9780520949607.0,328.0,Social Science,4.0,1.0,en,1.0,0.0,3
The Obsession,Jesse Q. Sutanto,"Sourcebooks, Inc.",2021-02-02,9781728215174.0,223.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
"Q, the Earliest Gospel",John S. Kloppenborg,Westminster John Knox Press,2008-10-03,9781611640588.0,182.0,Religion,5.0,1.0,en,1.0,0.0,4
The Snowy Day,Ezra Jack Keats,Penguin,2012-10-11,9780670013258.0,32.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,3
The Q Continuum,Greg Cox,Simon and Schuster,2003-10-07,9780743491822.0,370.0,Fiction,1.0,1.0,en,1.0,0.0,3
Holy Bible (NIV),"Various Authors,",Zondervan,2008-09-02,9780310294146.0,6793.0,Bibles,5.0,2.0,en,1.0,0.0,3
Social Q's,Philip Galanes,Simon and Schuster,2012-11-27,9781451605792.0,262.0,Cooking,5.0,1.0,en,1.0,0.0,2
Impractical Jokers,"Joseph Gatto, James S. Murray, Brian Quinn, Salvatore Vulcano",Dey Street Books,2020-05-15,9780062641205.0,256.0,Humor,5.0,1.0,en,1.0,0.0,2
1Q84,Haruki Murakami,Bond Street Books,2011-10-25,9780385669443.0,1342.0,Fiction,3.5,32.0,en,1.0,0.0,1
Q is for Quantum,John Gribbin,Simon and Schuster,2000-02-22,9780684863153.0,566.0,Science,4.0,2.0,en,1.0,0.0,4
Q,Quincy Jones,Crown,2002-10-08,9780767905107.0,474.0,Biography & Autobiography,3.0,1.0,en,1.0,0.0,1
1Q84,Haruki Murakami,Bond Street Books,2011-10-25,9780385669443.0,1342.0,Fiction,3.5,32.0,en,1.0,0.0,1
Q is for Quantum,John Gribbin,Simon and Schuster,2000-02-22,9780684863153.0,566.0,Science,4.0,2.0,en,1.0,0.0,4
The Absent One,Jussi Adler-Olsen,Penguin,2012-08-21,9781101590928.0,462.0,Fiction,3.5,2.0,en,1.0,0.0,3
The Reformation,Patrick Collinson,Modern Library,2007-12-18,9780307432544.0,274.0,History,5.0,1.0,en,1.0,0.0,2
Beneath,Roland Smith,Scholastic Inc.,2015-01-27,9780545564885.0,237.0,Juvenile Fiction,4.5,3.0,en,1.0,0.0,1
"Click, Clack, Quackity-Quack",Doreen Cronin,ABDO,2005-01-01,9781599610894.0,32.0,Juvenile Nonfiction,4.0,1.0,en,1.0,0.0,3
The Surface Breaks: a reimagining of The Little Mermaid,Louise O'Neill,Scholastic UK,2018-05-03,9781407186276.0,230.0,Juvenile Fiction,3.0,1.0,en,1.0,0.0,9
"Once a King, Always a King",Reymundo Sanchez,Chicago Review Press,2004-10-01,9781569762356.0,305.0,Biography & Autobiography,4.5,25.0,en,1.0,0.0,6
Four Aunties and a Wedding,Jesse Q. Sutanto,Penguin,2022-03-29,9780593333068.0,305.0,Fiction,5.0,1.0,en,1.0,0.0,5
The Unkindness of Ravens,M. E. Hilliard,Crooked Lane Books,2021-04-13,9781643856957.0,336.0,Fiction,4.0,1.0,en,1.0,0.0,4
Reboot,Amy Tintera,Harper Collins,2013-05-07,9780062217097.0,216.0,Young Adult Fiction,4.0,4.0,en,1.0,0.0,1
"Click, Clack, Moo",Doreen Cronin,ABDO,2006-01-01,9781599610887.0,40.0,Juvenile Fiction,4.5,5.0,en,1.0,0.0,3
Queen of Babble in the Big City,Meg Cabot,Harper Collins,2009-10-13,9780061750618.0,324.0,Fiction,4.5,2.0,en,1.0,0.0,7
The Quincunx,Charles Palliser,Ballantine Books,1990-11-27,9780345371133.0,802.0,Fiction,5.0,1.0,en,1.0,0.0,2
Cold Pursuit,Carla Neggers,MIRA,2008-11-01,9781426823626.0,377.0,Fiction,3.0,1.0,en,1.0,0.0,2
Valuing Wall Street,"Andrew Smithers, Stephen Wright",McGraw Hill Professional,2002-01-01,9780071387835.0,374.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
Building Microservices,Sam Newman,"""O'Reilly Media, Inc.""",2015-02-02,9781491950333.0,281.0,Computers,4.0,2.0,en,1.0,0.0,2
Clarity & Connection,Yung Pueblo,Andrews McMeel Publishing,2021-04-27,9781524869861.0,244.0,Poetry,3.0,2.0,en,1.0,0.0,3
Clinical Laboratory Medicine,Kenneth D. McClatchey,Lippincott Williams & Wilkins,2002-01-01,9780683307511.0,1732.0,Medical,4.0,4.0,en,1.0,0.0,3
Mr. Popper's Penguins,"Richard Atwater, Florence Atwater",Open Road Media,2011-12-06,9781453227862.0,113.0,Juvenile Fiction,5.0,4.0,en,1.0,0.0,3
Investment Valuation,Aswath Damodaran,John Wiley & Sons,2002-01-31,9780471414902.0,1014.0,Business & Economics,3.5,8.0,en,1.0,0.0,2
The Virgin Suicides,Jeffrey Eugenides,Vintage Canada,2011-09-20,9780307401939.0,258.0,Fiction,4.0,5.0,en,1.0,0.0,3
Disgrace,Jussi Adler-Olsen,Penguin UK,2012-06-21,9780141962528.0,483.0,Fiction,5.0,1.0,en,1.0,0.0,1
The Absent One,Jussi Adler-Olsen,Penguin,2012-08-21,9781101590928.0,462.0,Fiction,3.5,2.0,en,1.0,0.0,3
The Reformation,Patrick Collinson,Modern Library,2007-12-18,9780307432544.0,274.0,History,5.0,1.0,en,1.0,0.0,2
Beneath,Roland Smith,Scholastic Inc.,2015-01-27,9780545564885.0,237.0,Juvenile Fiction,4.5,3.0,en,1.0,0.0,1
"Click, Clack, Quackity-Quack",Doreen Cronin,ABDO,2005-01-01,9781599610894.0,32.0,Juvenile Nonfiction,4.0,1.0,en,1.0,0.0,3
Queen Of Angels,Greg Bear,Hachette UK,2012-03-05,9780575123366.0,436.0,Fiction,4.0,1.0,en,1.0,0.0,3
The True Story of Ah Q,Lu Hsun,ReadHowYouWant.com,2006-01-01,9781425015176.0,110.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,6
The Shut Up and Shoot Documentary Guide,Anthony Artis,CRC Press,2014-03-14,9781136065903.0,399.0,Performing Arts,5.0,1.0,en,1.0,0.0,7
Chain Event Graphs,"Rodrigo A. Collazo, Christiane Goergen, Jim Q. Smith",CRC Press,2018-01-29,9781498729611.0,255.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
The Quiet American,Graham Greene,Open Road Media,2018-03-13,9781504052542.0,200.0,Fiction,4.0,1.0,en,1.0,0.0,3
Becoming Dr. Q,Alfredo Quiñones-Hinojosa,Univ of California Press,2011-10-01,9780520949607.0,328.0,Social Science,4.0,1.0,en,1.0,0.0,3
Diva Q's Barbecue,Danielle Bennett,Appetite by Random House,2016-04-26,9780147529930.0,536.0,Cooking,5.0,1.0,en,1.0,0.0,3
The Obsession,Jesse Q. Sutanto,"Sourcebooks, Inc.",2021-02-02,9781728215174.0,223.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
"Q, the Earliest Gospel",John S. Kloppenborg,Westminster John Knox Press,2008-10-03,9781611640588.0,182.0,Religion,5.0,1.0,en,1.0,0.0,4
The Snowy Day,Ezra Jack Keats,Penguin,2012-10-11,9780670013258.0,32.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,3
The Q Continuum,Greg Cox,Simon and Schuster,2003-10-07,9780743491822.0,370.0,Fiction,1.0,1.0,en,1.0,0.0,3
Holy Bible (NIV),"Various Authors,",Zondervan,2008-09-02,9780310294146.0,6793.0,Bibles,5.0,2.0,en,1.0,0.0,3
Social Q's,Philip Galanes,Simon and Schuster,2012-11-27,9781451605792.0,262.0,Cooking,5.0,1.0,en,1.0,0.0,2
Impractical Jokers,"Joseph Gatto, James S. Murray, Brian Quinn, Salvatore Vulcano",Dey Street Books,2020-05-15,9780062641205.0,256.0,Humor,5.0,1.0,en,1.0,0.0,2
The Snowy Day,Ezra Jack Keats,Penguin,2012-10-11,9780670013258.0,32.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,3
The Q Continuum,Greg Cox,Simon and Schuster,2003-10-07,9780743491822.0,370.0,Fiction,1.0,1.0,en,1.0,0.0,3
Holy Bible (NIV),"Various Authors,",Zondervan,2008-09-02,9780310294146.0,6793.0,Bibles,5.0,2.0,en,1.0,0.0,3
Q is for Quantum,John Gribbin,Simon and Schuster,2000-02-22,9780684863153.0,566.0,Science,4.0,2.0,en,1.0,0.0,4
Q,Quincy Jones,Crown,2002-10-08,9780767905107.0,474.0,Biography & Autobiography,3.0,1.0,en,1.0,0.0,1
One Last Stop,Casey McQuiston,St. Martin's Griffin,2021-06-01,9781250760333.0,364.0,Fiction,5.0,1.0,en,1.0,0.0,3
Q is for Quantum,John Gribbin,Simon and Schuster,2000-02-22,9780684863153.0,566.0,Science,4.0,2.0,en,1.0,0.0,4
Q,Quincy Jones,Crown,2002-10-08,9780767905107.0,474.0,Biography & Autobiography,3.0,1.0,en,1.0,0.0,1
One Last Stop,Casey McQuiston,St. Martin's Griffin,2021-06-01,9781250760333.0,364.0,Fiction,5.0,1.0,en,1.0,0.0,3
Slumdog Millionaire,Vikas Swarup,Simon and Schuster,2008-11-18,9781439136652.0,338.0,Fiction,4.0,7.0,en,1.0,0.0,2
Queen Of Angels,Greg Bear,Hachette UK,2012-03-05,9780575123366.0,436.0,Fiction,4.0,1.0,en,1.0,0.0,3
The True Story of Ah Q,Lu Hsun,ReadHowYouWant.com,2006-01-01,9781425015176.0,110.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,6
Queen of Babble in the Big City,Meg Cabot,Harper Collins,2009-10-13,9780061750618.0,324.0,Fiction,4.5,2.0,en,1.0,0.0,7
The Quincunx,Charles Palliser,Ballantine Books,1990-11-27,9780345371133.0,802.0,Fiction,5.0,1.0,en,1.0,0.0,2
Cold Pursuit,Carla Neggers,MIRA,2008-11-01,9781426823626.0,377.0,Fiction,3.0,1.0,en,1.0,0.0,2
Valuing Wall Street,"Andrew Smithers, Stephen Wright",McGraw Hill Professional,2002-01-01,9780071387835.0,374.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
Building Microservices,Sam Newman,"""O'Reilly Media, Inc.""",2015-02-02,9781491950333.0,281.0,Computers,4.0,2.0,en,1.0,0.0,2
The Shut Up and Shoot Documentary Guide,Anthony Artis,CRC Press,2014-03-14,9781136065903.0,399.0,Performing Arts,5.0,1.0,en,1.0,0.0,7
The Shut Up and Shoot Documentary Guide,Anthony Artis,CRC Press,2014-03-14,9781136065903.0,399.0,Performing Arts,5.0,1.0,en,1.0,0.0,7
Learn to Program with C,Noel Kalicharan,Apress,2015-12-16,9781484213711.0,323.0,Computers,3.5,2.0,en,1.0,0.0,5
Data Structure Using C,"Dr. Prabhakar Gupta, Vineet Agarwal, Manish Varshney",Firewall Media,2007-01-01,9788131802434.0,318.0,C (Computer program language),5.0,1.0,en,1.0,0.0,4
Programming In C: A Practical Approach,Ajay Mittal,Pearson Education India,,9788131729342.0,768.0,C (Computer program language),4.5,11.0,en,1.0,0.0,6
"Programming in C, 2/e",Ashok N. Kamthane,Pearson Education India,2011-01-01,9788131760314.0,676.0,C (Computer program language),4.0,5.0,en,1.0,0.0,4
Learn C the Hard Way,Zed A. Shaw,Addison-Wesley Professional,2015-08-10,9780133124378.0,931.0,Computers,5.0,1.0,en,1.0,0.0,5
C Programming For Dummies,Dan Gookin,John Wiley & Sons,2020-09-29,9781119740254.0,464.0,Computers,5.0,1.0,en,1.0,0.0,4
Deep Learning,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,2016-11-10,9780262337373.0,801.0,Computers,5.0,1.0,en,1.0,0.0,2
The Art of UNIX Programming,Eric S. Raymond,Addison-Wesley Professional,2003-09-23,9780132465885.0,560.0,Computers,4.5,26.0,en,1.0,0.0,5
Holy Bible (NIV),"Various Authors,",Zondervan,2008-09-02,9780310294146.0,6793.0,Bibles,5.0,2.0,en,1.0,0.0,3
Operating Systems,"Remzi H. Arpaci-Dusseau, Andrea C. Arpaci-Dusseau",Createspace Independent Publishing Platform,,9781985086593.0,714.0,Operating systems (Computers),5.0,1.0,en,1.0,0.0,2
Thinking in C++,Bruce Eckel,Pearson,2000-01-01,9780139798092.0,834.0,Computers,4.5,18.0,en,1.0,0.0,3
"C, a Reference Manual","Samuel P. Harbison, Guy L. Steele",Pearson,2002-01-01,9780130895929.0,566.0,Computers,5.0,1.0,en,1.0,0.0,4
LET US C SOLUTIONS -15TH EDITION,Yashavant kanetkar,BPB Publications,2018-06-01,9788183331777.0,486.0,Computers,5.0,1.0,en,1.0,0.0,6
The C++ Programming Language,Bjarne Stroustrup,Pearson Deutschland GmbH,2000-01-01,9783827316608.0,1110.0,Computers,3.5,7.0,en,1.0,0.0,4
Bare Metal C,Stephen Oualline,No Starch Press,2022-08-02,9781718501621.0,330.0,Computers,3.0,1.0,en,1.0,0.0,3
